TARGETID	TARGETSCHEMEID	TARGETCODES	TARGETRULE	TARGETADVICE
167051	2.16.840.1.113883.6.5.2.1	117.9		
4475058	2.16.840.1.113883.6.5.2.1	233.1		
6791059	2.16.840.1.113883.6.5.2.1	673.10		
4025050	2.16.840.1.113883.6.5.2.1	172.6		
9534773053	2.16.840.1.113883.6.5.2.1	299.01		
1862052	2.16.840.1.113883.6.5.2.1	781.3		
7338055	2.16.840.1.113883.6.5.2.1	747.81		
9555467050	2.16.840.1.113883.6.5.2.1	574.60		
4439055	2.16.840.1.113883.6.5.2.1	227.3		
1375056	2.16.840.1.113883.6.5.2.1	691.0		
4154055	2.16.840.1.113883.6.5.2.1	197.8		
2264055	2.16.840.1.113883.6.5.2.1	836.2		
1891050	2.16.840.1.113883.6.5.2.1	783.5		
2152057	2.16.840.1.113883.6.5.2.1	812.01		
6332053	2.16.840.1.113883.6.5.2.1	569.83		
670054	2.16.840.1.113883.6.5.2.1	346.20		
9553657052	2.16.840.1.113883.6.5.2.1	519.11		
9556063054	2.16.840.1.113883.6.5.2.1	629.81		
6576058	2.16.840.1.113883.6.5.2.1	632		
7095050	2.16.840.1.113883.6.5.2.1	727.05		
9536192057	2.16.840.1.113883.6.5.2.1	716.94		
2265059	2.16.840.1.113883.6.5.2.1	836.3		
320057	2.16.840.1.113883.6.5.2.1	276.6		
6120059	2.16.840.1.113883.6.5.2.1	526.81		
652051	2.16.840.1.113883.6.5.2.1	343.4		
4832055	2.16.840.1.113883.6.5.2.1	303.00		
5894052	2.16.840.1.113883.6.5.2.1	451.89		
9553696059	2.16.840.1.113883.6.5.2.1	793.99		
1994056	2.16.840.1.113883.6.5.2.1	788.62		
7796056	2.16.840.1.113883.6.5.2.1	808.43		
7036053	2.16.840.1.113883.6.5.2.1	722.4		
6004053	2.16.840.1.113883.6.5.2.1	490		
6331059	2.16.840.1.113883.6.5.2.1	569.82		
224050	2.16.840.1.113883.6.5.2.1	216.1		
2731059	2.16.840.1.113883.6.5.2.1	997.4		
4937054	2.16.840.1.113883.6.5.2.1	343.2		
9547254056	2.16.840.1.113883.6.5.2.1	788.63		
5876059	2.16.840.1.113883.6.5.2.1	447.1		
6471052	2.16.840.1.113883.6.5.2.1	602.9		
7651058	2.16.840.1.113883.6.5.2.1	785.50		
4834059	2.16.840.1.113883.6.5.2.1	304.10		
6657053	2.16.840.1.113883.6.5.2.1	642.70		
301059	2.16.840.1.113883.6.5.2.1	270.2		
3542059	2.16.840.1.113883.6.5.2.1	077.0		
879053	2.16.840.1.113883.6.5.2.1	379.90		
8563059	2.16.840.1.113883.6.5.2.1	904.9		
8953055	2.16.840.1.113883.6.5.2.1	945.02		
8412057	2.16.840.1.113883.6.5.2.1	879.3		
4637051	2.16.840.1.113883.6.5.2.1	272.0		
3519053	2.16.840.1.113883.6.5.2.1	070.54		
675057	2.16.840.1.113883.6.5.2.1	349.89		
9553569054	2.16.840.1.113883.6.5.2.1	238.71		
5930057	2.16.840.1.113883.6.5.2.1	463		
7185058	2.16.840.1.113883.6.5.2.1	736.1		
8051055	2.16.840.1.113883.6.5.2.1	850.9		
9540999059	2.16.840.1.113883.6.5.2.1	E962.0		
1664051	2.16.840.1.113883.6.5.2.1	742.9		
2278059	2.16.840.1.113883.6.5.2.1	839.61		
4700052	2.16.840.1.113883.6.5.2.1	286.4		
9549842057	2.16.840.1.113883.6.5.2.1	528.79		
1872050	2.16.840.1.113883.6.5.2.1	782.0		
4743057	2.16.840.1.113883.6.5.2.1	295.00		
5900052	2.16.840.1.113883.6.5.2.1	453.8		
4708058	2.16.840.1.113883.6.5.2.1	289.3		
6854056	2.16.840.1.113883.6.5.2.1	694.9		
2183058	2.16.840.1.113883.6.5.2.1	814.01		
6615055	2.16.840.1.113883.6.5.2.1	637.30		
4033051	2.16.840.1.113883.6.5.2.1	173.5		
4836057	2.16.840.1.113883.6.5.2.1	304.30		
7142054	2.16.840.1.113883.6.5.2.1	730.25		
5415056	2.16.840.1.113883.6.5.2.1	374.51		
1720052	2.16.840.1.113883.6.5.2.1	754.61		
1229054	2.16.840.1.113883.6.5.2.1	621.2		
6927055	2.16.840.1.113883.6.5.2.1	714.0		
9553477050	2.16.840.1.113883.6.5.2.1	V16.41		
7705054	2.16.840.1.113883.6.5.2.1	802.5		
9553497058	2.16.840.1.113883.6.5.2.1	V18.0		
115052	2.16.840.1.113883.6.5.2.1	040.0		
6605053	2.16.840.1.113883.6.5.2.1	636.30		
1702056	2.16.840.1.113883.6.5.2.1	750.7		
8547054	2.16.840.1.113883.6.5.2.1	903.9		
9550296050	2.16.840.1.113883.6.5.2.1	327.02		
6957051	2.16.840.1.113883.6.5.2.1	715.90		
364052	2.16.840.1.113883.6.5.2.1	282.7		
7419050	2.16.840.1.113883.6.5.2.1	754.1		
9547227059	2.16.840.1.113883.6.5.2.1	530.20		
175058	2.16.840.1.113883.6.5.2.1	127.4		
1222058	2.16.840.1.113883.6.5.2.1	618.4		
5065059	2.16.840.1.113883.6.5.2.1	361.81		
2035058	2.16.840.1.113883.6.5.2.1	793.4		
6044059	2.16.840.1.113883.6.5.2.1	512.8		
9535422051	2.16.840.1.113883.6.5.2.1	581.1		
4571052	2.16.840.1.113883.6.5.2.1	250.60		
4895055	2.16.840.1.113883.6.5.2.1	330.1		
8655052	2.16.840.1.113883.6.5.2.1	917.0		
977054	2.16.840.1.113883.6.5.2.1	437.7		
1566057	2.16.840.1.113883.6.5.2.1	724.8		
9535776050	2.16.840.1.113883.6.5.2.1	654.53		
469059	2.16.840.1.113883.6.5.2.1	301.7		
7021050	2.16.840.1.113883.6.5.2.1	721.0		
7501056	2.16.840.1.113883.6.5.2.1	757.1		
8441053	2.16.840.1.113883.6.5.2.1	883.0		
7110056	2.16.840.1.113883.6.5.2.1	727.66		
9535074057	2.16.840.1.113883.6.5.2.1	389.00		
2231055	2.16.840.1.113883.6.5.2.1	825.20		
7144050	2.16.840.1.113883.6.5.2.1	730.27		
9540833056	2.16.840.1.113883.6.5.2.1	E928.9		
9534225057	2.16.840.1.113883.6.5.2.1	130.9		
3483059	2.16.840.1.113883.6.5.2.1	057.9		
9536645057	2.16.840.1.113883.6.5.2.1	796.5		
2290057	2.16.840.1.113883.6.5.2.1	843.8		
451050	2.16.840.1.113883.6.5.2.1	300.9		
8438057	2.16.840.1.113883.6.5.2.1	882.0		
1582056	2.16.840.1.113883.6.5.2.1	728.86		
7591051	2.16.840.1.113883.6.5.2.1	771.5		
6477051	2.16.840.1.113883.6.5.2.1	604.90		
6823055	2.16.840.1.113883.6.5.2.1	682.1		
9555507051	2.16.840.1.113883.6.5.2.1	354.4		
229058	2.16.840.1.113883.6.5.2.1	225.4		
4535051	2.16.840.1.113883.6.5.2.1	242.20		
6134059	2.16.840.1.113883.6.5.2.1	529.1		
7570056	2.16.840.1.113883.6.5.2.1	767.6		
9555459055	2.16.840.1.113883.6.5.2.1	529.2		
6051050	2.16.840.1.113883.6.5.2.1	516.3		
9540263056	2.16.840.1.113883.6.5.2.1	E905.1		
762054	2.16.840.1.113883.6.5.2.1	368.8		
2691050	2.16.840.1.113883.6.5.2.1	995.1		
6327052	2.16.840.1.113883.6.5.2.1	569.3		
1018055	2.16.840.1.113883.6.5.2.1	474.8		
277058	2.16.840.1.113883.6.5.2.1	259.1		
5678055	2.16.840.1.113883.6.5.2.1	388.31		
541051	2.16.840.1.113883.6.5.2.1	307.6		
9535334057	2.16.840.1.113883.6.5.2.1	536.40		
8707057	2.16.840.1.113883.6.5.2.1	924.8		
6137053	2.16.840.1.113883.6.5.2.1	529.6		
9535083054	2.16.840.1.113883.6.5.2.1	389.2		
9555508059	2.16.840.1.113883.6.5.2.1	357.81		
1168053	2.16.840.1.113883.6.5.2.1	593.89		
9535820054	2.16.840.1.113883.6.5.2.1	658.03		
4311055	2.16.840.1.113883.6.5.2.1	202.90		
7107050	2.16.840.1.113883.6.5.2.1	727.63		
962059	2.16.840.1.113883.6.5.2.1	426.4		
7073051	2.16.840.1.113883.6.5.2.1	726.31		
3639056	2.16.840.1.113883.6.5.2.1	093.1		
6287052	2.16.840.1.113883.6.5.2.1	553.3		
212056	2.16.840.1.113883.6.5.2.1	211.1		
4157054	2.16.840.1.113883.6.5.2.1	198.2		
9165054	2.16.840.1.113883.6.5.2.1	966.3		
7695051	2.16.840.1.113883.6.5.2.1	802.30		
5847057	2.16.840.1.113883.6.5.2.1	441.4		
9541361052	2.16.840.1.113883.6.5.2.1	V09.90		
1511058	2.16.840.1.113883.6.5.2.1	719.02		
4626050	2.16.840.1.113883.6.5.2.1	270.3		
4974053	2.16.840.1.113883.6.5.2.1	353.5		
5895053	2.16.840.1.113883.6.5.2.1	452		
3914054	2.16.840.1.113883.6.5.2.1	148.1		
6847054	2.16.840.1.113883.6.5.2.1	693.0		
1400050	2.16.840.1.113883.6.5.2.1	698.2		
1264058	2.16.840.1.113883.6.5.2.1	628.2		
6006050	2.16.840.1.113883.6.5.2.1	491.9		
1114056	2.16.840.1.113883.6.5.2.1	564.2		
9550355054	2.16.840.1.113883.6.5.2.1	996.40		
9553610051	2.16.840.1.113883.6.5.2.1	284.01		
9553619052	2.16.840.1.113883.6.5.2.1	288.09		
996053	2.16.840.1.113883.6.5.2.1	458.9		
1294051	2.16.840.1.113883.6.5.2.1	651.00		
535057	2.16.840.1.113883.6.5.2.1	307.52		
518056	2.16.840.1.113883.6.5.2.1	306.8		
3651059	2.16.840.1.113883.6.5.2.1	094.82		
9546905053	2.16.840.1.113883.6.5.2.1	E866.9		
6649050	2.16.840.1.113883.6.5.2.1	641.10		
881050	2.16.840.1.113883.6.5.2.1	379.93		
9535069052	2.16.840.1.113883.6.5.2.1	388.2		
7023053	2.16.840.1.113883.6.5.2.1	721.41		
4317056	2.16.840.1.113883.6.5.2.1	204.01		
1487051	2.16.840.1.113883.6.5.2.1	718.42		
2032055	2.16.840.1.113883.6.5.2.1	793.1		
231054	2.16.840.1.113883.6.5.2.1	229.8		
8463057	2.16.840.1.113883.6.5.2.1	891.1		
1744054	2.16.840.1.113883.6.5.2.1	756.9		
847057	2.16.840.1.113883.6.5.2.1	378.31		
2778058	2.16.840.1.113883.6.5.2.1	V02.62		
5929054	2.16.840.1.113883.6.5.2.1	461.9		
6418052	2.16.840.1.113883.6.5.2.1	593.4		
2034059	2.16.840.1.113883.6.5.2.1	793.3		
4796053	2.16.840.1.113883.6.5.2.1	296.42		
740054	2.16.840.1.113883.6.5.2.1	366.14		
5572050	2.16.840.1.113883.6.5.2.1	379.91		
9554872056	2.16.840.1.113883.6.5.2.1	E980.9		
1055055	2.16.840.1.113883.6.5.2.1	522.8		
9555111051	2.16.840.1.113883.6.5.2.1	V12.54		
6280054	2.16.840.1.113883.6.5.2.1	553.00		
4323053	2.16.840.1.113883.6.5.2.1	205.00		
9553692057	2.16.840.1.113883.6.5.2.1	784.99		
7621051	2.16.840.1.113883.6.5.2.1	776.2		
349052	2.16.840.1.113883.6.5.2.1	279.4		
6553056	2.16.840.1.113883.6.5.2.1	623.0		
3232057	2.16.840.1.113883.6.5.2.1	006.3		
2732053	2.16.840.1.113883.6.5.2.1	997.60		
1991051	2.16.840.1.113883.6.5.2.1	788.42		
1918057	2.16.840.1.113883.6.5.2.1	785.1		
8778050	2.16.840.1.113883.6.5.2.1	941.20		
6366057	2.16.840.1.113883.6.5.2.1	575.0		
5601054	2.16.840.1.113883.6.5.2.1	381.60		
4175050	2.16.840.1.113883.6.5.2.1	200.20		
3981051	2.16.840.1.113883.6.5.2.1	161.9		
3842052	2.16.840.1.113883.6.5.2.1	132.9		
9570418051	2.16.840.1.113883.6.5.2.1	600.21		
9549853050	2.16.840.1.113883.6.5.2.1	618.04		
9534816058	2.16.840.1.113883.6.5.2.1	304.80		
2221054	2.16.840.1.113883.6.5.2.1	823.22		
5476051	2.16.840.1.113883.6.5.2.1	377.01		
5196052	2.16.840.1.113883.6.5.2.1	365.89		
9005053	2.16.840.1.113883.6.5.2.1	947.0		
7885055	2.16.840.1.113883.6.5.2.1	820.21		
9535247051	2.16.840.1.113883.6.5.2.1	493.92		
1263051	2.16.840.1.113883.6.5.2.1	628.0		
9534459056	2.16.840.1.113883.6.5.2.1	241.0		
3665057	2.16.840.1.113883.6.5.2.1	095.7		
2783053	2.16.840.1.113883.6.5.2.1	V13.69		
4955058	2.16.840.1.113883.6.5.2.1	348.0		
7424053	2.16.840.1.113883.6.5.2.1	754.33		
5634051	2.16.840.1.113883.6.5.2.1	385.10		
1397059	2.16.840.1.113883.6.5.2.1	695.9		
9539594050	2.16.840.1.113883.6.5.2.1	996.04		
6334054	2.16.840.1.113883.6.5.2.1	569.9		
5067054	2.16.840.1.113883.6.5.2.1	362.01		
9535506052	2.16.840.1.113883.6.5.2.1	607.83		
3907052	2.16.840.1.113883.6.5.2.1	146.9		
9555540055	2.16.840.1.113883.6.5.2.1	V72.42		
6396054	2.16.840.1.113883.6.5.2.1	582.9		
8507055	2.16.840.1.113883.6.5.2.1	901.9		
1003056	2.16.840.1.113883.6.5.2.1	461.0		
2209050	2.16.840.1.113883.6.5.2.1	820.9		
9553400053	2.16.840.1.113883.6.5.2.1	E868.9		
9545701059	2.16.840.1.113883.6.5.2.1	716.91		
1628050	2.16.840.1.113883.6.5.2.1	733.49		
379058	2.16.840.1.113883.6.5.2.1	287.1		
7269058	2.16.840.1.113883.6.5.2.1	743.65		
1657054	2.16.840.1.113883.6.5.2.1	738.5		
7407055	2.16.840.1.113883.6.5.2.1	753.15		
2710057	2.16.840.1.113883.6.5.2.1	995.80		
8034054	2.16.840.1.113883.6.5.2.1	847.1		
1288056	2.16.840.1.113883.6.5.2.1	648.40		
6830053	2.16.840.1.113883.6.5.2.1	686.00		
5917058	2.16.840.1.113883.6.5.2.1	456.8		
6312052	2.16.840.1.113883.6.5.2.1	565.0		
3253053	2.16.840.1.113883.6.5.2.1	008.46		
5741053	2.16.840.1.113883.6.5.2.1	413.1		
9556228054	2.16.840.1.113883.6.5.2.1	323.02		
9536156056	2.16.840.1.113883.6.5.2.1	716.13		
4940054	2.16.840.1.113883.6.5.2.1	344.00		
1192058	2.16.840.1.113883.6.5.2.1	607.1		
9554854054	2.16.840.1.113883.6.5.2.1	V67.4		
998054	2.16.840.1.113883.6.5.2.1	459.81		
7260059	2.16.840.1.113883.6.5.2.1	743.46		
6055059	2.16.840.1.113883.6.5.2.1	518.0		
6596053	2.16.840.1.113883.6.5.2.1	635.40		
6305056	2.16.840.1.113883.6.5.2.1	562.01		
8397052	2.16.840.1.113883.6.5.2.1	877.0		
2102053	2.16.840.1.113883.6.5.2.1	805.02		
7434057	2.16.840.1.113883.6.5.2.1	754.81		
9545873051	2.16.840.1.113883.6.5.2.1	789.05		
9536583052	2.16.840.1.113883.6.5.2.1	786.8		
5909053	2.16.840.1.113883.6.5.2.1	455.5		
7811059	2.16.840.1.113883.6.5.2.1	812.02		
4120056	2.16.840.1.113883.6.5.2.1	192.0		
1986050	2.16.840.1.113883.6.5.2.1	788.31		
6545051	2.16.840.1.113883.6.5.2.1	621.0		
1492053	2.16.840.1.113883.6.5.2.1	718.46		
3368052	2.16.840.1.113883.6.5.2.1	035		
9555766055	2.16.840.1.113883.6.5.2.1	996.47		
9550335053	2.16.840.1.113883.6.5.2.1	770.11		
2169055	2.16.840.1.113883.6.5.2.1	813.20		
8018051	2.16.840.1.113883.6.5.2.1	843.9		
927051	2.16.840.1.113883.6.5.2.1	389.8		
5076055	2.16.840.1.113883.6.5.2.1	362.30		
5170050	2.16.840.1.113883.6.5.2.1	365.10		
6347057	2.16.840.1.113883.6.5.2.1	572.2		
6427053	2.16.840.1.113883.6.5.2.1	595.3		
9541244052	2.16.840.1.113883.6.5.2.1	V45.1		
8690057	2.16.840.1.113883.6.5.2.1	923.00		
3428052	2.16.840.1.113883.6.5.2.1	047.9		
9539849051	2.16.840.1.113883.6.5.2.1	E849.3		
9539644057	2.16.840.1.113883.6.5.2.1	996.62		
3303058	2.16.840.1.113883.6.5.2.1	017.10		
7802059	2.16.840.1.113883.6.5.2.1	810.00		
7045054	2.16.840.1.113883.6.5.2.1	722.83		
6856059	2.16.840.1.113883.6.5.2.1	695.1		
2309052	2.16.840.1.113883.6.5.2.1	905.4		
9547152050	2.16.840.1.113883.6.5.2.1	V46.2		
4032059	2.16.840.1.113883.6.5.2.1	173.4		
6874050	2.16.840.1.113883.6.5.2.1	704.02		
9316054	2.16.840.1.113883.6.5.2.1	989.9		
7416056	2.16.840.1.113883.6.5.2.1	753.6		
937059	2.16.840.1.113883.6.5.2.1	398.0		
7194051	2.16.840.1.113883.6.5.2.1	736.6		
391054	2.16.840.1.113883.6.5.2.1	288.9		
9536848057	2.16.840.1.113883.6.5.2.1	844.8		
6298053	2.16.840.1.113883.6.5.2.1	558.1		
689054	2.16.840.1.113883.6.5.2.1	353.6		
6143050	2.16.840.1.113883.6.5.2.1	530.3		
1389053	2.16.840.1.113883.6.5.2.1	694.4		
745057	2.16.840.1.113883.6.5.2.1	367.4		
9556222050	2.16.840.1.113883.6.5.2.1	760.76		
9550218052	2.16.840.1.113883.6.5.2.1	795.03		
9340059	2.16.840.1.113883.6.5.2.1	993.9		
5889052	2.16.840.1.113883.6.5.2.1	451.2		
9555093052	2.16.840.1.113883.6.5.2.1	011.80		
4174054	2.16.840.1.113883.6.5.2.1	200.08		
8537051	2.16.840.1.113883.6.5.2.1	902.9		
4558054	2.16.840.1.113883.6.5.2.1	246.2		
1613050	2.16.840.1.113883.6.5.2.1	732.8		
4713059	2.16.840.1.113883.6.5.2.1	289.7		
6339057	2.16.840.1.113883.6.5.2.1	571.40		
5480059	2.16.840.1.113883.6.5.2.1	377.10		
6500052	2.16.840.1.113883.6.5.2.1	611.6		
1049052	2.16.840.1.113883.6.5.2.1	520.7		
7020051	2.16.840.1.113883.6.5.2.1	720.9		
772052	2.16.840.1.113883.6.5.2.1	370.40		
9536050051	2.16.840.1.113883.6.5.2.1	698.0		
4316052	2.16.840.1.113883.6.5.2.1	204.00		
207057	2.16.840.1.113883.6.5.2.1	192.2		
4156058	2.16.840.1.113883.6.5.2.1	198.1		
4147053	2.16.840.1.113883.6.5.2.1	197.0		
936050	2.16.840.1.113883.6.5.2.1	397.0		
9545178058	2.16.840.1.113883.6.5.2.1	337.21		
6058057	2.16.840.1.113883.6.5.2.1	518.4		
6969056	2.16.840.1.113883.6.5.2.1	716.50		
2788057	2.16.840.1.113883.6.5.2.1	V15.06		
6475056	2.16.840.1.113883.6.5.2.1	604.0		
4680055	2.16.840.1.113883.6.5.2.1	281.1		
5822059	2.16.840.1.113883.6.5.2.1	434.90		
6889059	2.16.840.1.113883.6.5.2.1	710.0		
1412054	2.16.840.1.113883.6.5.2.1	703.8		
820054	2.16.840.1.113883.6.5.2.1	375.30		
6385059	2.16.840.1.113883.6.5.2.1	578.9		
9550291058	2.16.840.1.113883.6.5.2.1	287.39		
1735053	2.16.840.1.113883.6.5.2.1	756.12		
4964050	2.16.840.1.113883.6.5.2.1	350.2		
5608056	2.16.840.1.113883.6.5.2.1	382.00		
6625052	2.16.840.1.113883.6.5.2.1	638.1		
2301050	2.16.840.1.113883.6.5.2.1	848.9		
4975054	2.16.840.1.113883.6.5.2.1	353.9		
764050	2.16.840.1.113883.6.5.2.1	369.00		
1249058	2.16.840.1.113883.6.5.2.1	625.8		
437050	2.16.840.1.113883.6.5.2.1	300.19		
8760058	2.16.840.1.113883.6.5.2.1	941.00		
6329050	2.16.840.1.113883.6.5.2.1	569.60		
5797051	2.16.840.1.113883.6.5.2.1	427.81		
2791057	2.16.840.1.113883.6.5.2.1	V15.82		
508053	2.16.840.1.113883.6.5.2.1	306.0		
5338059	2.16.840.1.113883.6.5.2.1	371.43		
6029055	2.16.840.1.113883.6.5.2.1	506.0		
803050	2.16.840.1.113883.6.5.2.1	373.11		
1258052	2.16.840.1.113883.6.5.2.1	626.8		
8704051	2.16.840.1.113883.6.5.2.1	924.3		
9547199056	2.16.840.1.113883.6.5.2.1	277.89		
5886058	2.16.840.1.113883.6.5.2.1	451.0		
1109055	2.16.840.1.113883.6.5.2.1	560.9		
1934059	2.16.840.1.113883.6.5.2.1	786.07		
4047050	2.16.840.1.113883.6.5.2.1	176.0		
9555436053	2.16.840.1.113883.6.5.2.1	491.22		
378053	2.16.840.1.113883.6.5.2.1	286.9		
1716053	2.16.840.1.113883.6.5.2.1	754.0		
9555648056	2.16.840.1.113883.6.5.2.1	702.11		
5703059	2.16.840.1.113883.6.5.2.1	398.90		
6457057	2.16.840.1.113883.6.5.2.1	599.9		
4424056	2.16.840.1.113883.6.5.2.1	224.0		
9553677058	2.16.840.1.113883.6.5.2.1	600.01		
7590052	2.16.840.1.113883.6.5.2.1	771.4		
9545140055	2.16.840.1.113883.6.5.2.1	295.80		
2262056	2.16.840.1.113883.6.5.2.1	836.0		
397053	2.16.840.1.113883.6.5.2.1	292.0		
8686059	2.16.840.1.113883.6.5.2.1	922.33		
4823057	2.16.840.1.113883.6.5.2.1	301.51		
5819056	2.16.840.1.113883.6.5.2.1	433.90		
3844053	2.16.840.1.113883.6.5.2.1	133.8		
6042055	2.16.840.1.113883.6.5.2.1	511.8		
8742058	2.16.840.1.113883.6.5.2.1	933.0		
7372050	2.16.840.1.113883.6.5.2.1	750.25		
9539674052	2.16.840.1.113883.6.5.2.1	997.09		
4062052	2.16.840.1.113883.6.5.2.1	183.0		
8014053	2.16.840.1.113883.6.5.2.1	842.11		
7907051	2.16.840.1.113883.6.5.2.1	824.5		
4698056	2.16.840.1.113883.6.5.2.1	286.0		
968055	2.16.840.1.113883.6.5.2.1	427.69		
1452051	2.16.840.1.113883.6.5.2.1	710.1		
445058	2.16.840.1.113883.6.5.2.1	300.4		
822059	2.16.840.1.113883.6.5.2.1	375.31		
9549866050	2.16.840.1.113883.6.5.2.1	705.22		
7377057	2.16.840.1.113883.6.5.2.1	750.5		
9553138055	2.16.840.1.113883.6.5.2.1	274.11		
7040057	2.16.840.1.113883.6.5.2.1	722.71		
6451056	2.16.840.1.113883.6.5.2.1	599.3		
1985054	2.16.840.1.113883.6.5.2.1	788.30		
4450057	2.16.840.1.113883.6.5.2.1	229.9		
2208055	2.16.840.1.113883.6.5.2.1	820.8		
410053	2.16.840.1.113883.6.5.2.1	296.82		
5682058	2.16.840.1.113883.6.5.2.1	390		
7583055	2.16.840.1.113883.6.5.2.1	770.6		
1797056	2.16.840.1.113883.6.5.2.1	773.5		
4854058	2.16.840.1.113883.6.5.2.1	309.23		
4701051	2.16.840.1.113883.6.5.2.1	286.5		
4531055	2.16.840.1.113883.6.5.2.1	242.00		
308052	2.16.840.1.113883.6.5.2.1	273.8		
7235059	2.16.840.1.113883.6.5.2.1	742.0		
1989056	2.16.840.1.113883.6.5.2.1	788.39		
5823051	2.16.840.1.113883.6.5.2.1	434.91		
9540375051	2.16.840.1.113883.6.5.2.1	E906.4		
2227053	2.16.840.1.113883.6.5.2.1	824.6		
4142055	2.16.840.1.113883.6.5.2.1	196.3		
6661055	2.16.840.1.113883.6.5.2.1	643.10		
267055	2.16.840.1.113883.6.5.2.1	256.1		
4152056	2.16.840.1.113883.6.5.2.1	197.5		
9545808056	2.16.840.1.113883.6.5.2.1	771.82		
3261056	2.16.840.1.113883.6.5.2.1	009.3		
6407052	2.16.840.1.113883.6.5.2.1	590.10		
5830058	2.16.840.1.113883.6.5.2.1	437.0		
5337051	2.16.840.1.113883.6.5.2.1	371.42		
6288055	2.16.840.1.113883.6.5.2.1	553.9		
3869053	2.16.840.1.113883.6.5.2.1	141.0		
834054	2.16.840.1.113883.6.5.2.1	377.14		
1458050	2.16.840.1.113883.6.5.2.1	717.3		
6269054	2.16.840.1.113883.6.5.2.1	551.3		
238056	2.16.840.1.113883.6.5.2.1	239.0		
1183056	2.16.840.1.113883.6.5.2.1	605		
6489053	2.16.840.1.113883.6.5.2.1	608.9		
4024054	2.16.840.1.113883.6.5.2.1	172.5		
982055	2.16.840.1.113883.6.5.2.1	443.0		
6627057	2.16.840.1.113883.6.5.2.1	638.3		
2300051	2.16.840.1.113883.6.5.2.1	848.8		
9535127050	2.16.840.1.113883.6.5.2.1	426.10		
4573050	2.16.840.1.113883.6.5.2.1	250.80		
1036055	2.16.840.1.113883.6.5.2.1	507.0		
5418059	2.16.840.1.113883.6.5.2.1	374.54		
6591056	2.16.840.1.113883.6.5.2.1	634.90		
9350058	2.16.840.1.113883.6.5.2.1	995.60		
5919055	2.16.840.1.113883.6.5.2.1	457.1		
2070056	2.16.840.1.113883.6.5.2.1	796.1		
6656057	2.16.840.1.113883.6.5.2.1	642.40		
5750050	2.16.840.1.113883.6.5.2.1	415.19		
5934053	2.16.840.1.113883.6.5.2.1	464.20		
6380051	2.16.840.1.113883.6.5.2.1	576.9		
4054057	2.16.840.1.113883.6.5.2.1	176.9		
7050056	2.16.840.1.113883.6.5.2.1	723.0		
2248050	2.16.840.1.113883.6.5.2.1	829.0		
9553890054	2.16.840.1.113883.6.5.2.1	V18.59		
6658056	2.16.840.1.113883.6.5.2.1	642.90		
529057	2.16.840.1.113883.6.5.2.1	307.46		
558059	2.16.840.1.113883.6.5.2.1	310.1		
9545116050	2.16.840.1.113883.6.5.2.1	285.29		
9317058	2.16.840.1.113883.6.5.2.1	990		
438058	2.16.840.1.113883.6.5.2.1	300.20		
7890057	2.16.840.1.113883.6.5.2.1	821.01		
5388054	2.16.840.1.113883.6.5.2.1	373.12		
9553409054	2.16.840.1.113883.6.5.2.1	V10.45		
8353053	2.16.840.1.113883.6.5.2.1	873.40		
4947052	2.16.840.1.113883.6.5.2.1	345.40		
9545439050	2.16.840.1.113883.6.5.2.1	589.9		
5977054	2.16.840.1.113883.6.5.2.1	478.74		
2882053	2.16.840.1.113883.6.5.2.1	V61.8		
6682053	2.16.840.1.113883.6.5.2.1	648.00		
7598058	2.16.840.1.113883.6.5.2.1	772.9		
6417055	2.16.840.1.113883.6.5.2.1	593.3		
615051	2.16.840.1.113883.6.5.2.1	333.2		
4815059	2.16.840.1.113883.6.5.2.1	298.3		
2073059	2.16.840.1.113883.6.5.2.1	796.4		
7054052	2.16.840.1.113883.6.5.2.1	723.4		
1864053	2.16.840.1.113883.6.5.2.1	781.7		
6403051	2.16.840.1.113883.6.5.2.1	588.1		
7438059	2.16.840.1.113883.6.5.2.1	755.02		
768053	2.16.840.1.113883.6.5.2.1	370.00		
2334052	2.16.840.1.113883.6.5.2.1	921.3		
9539649054	2.16.840.1.113883.6.5.2.1	996.66		
722050	2.16.840.1.113883.6.5.2.1	363.20		
6474057	2.16.840.1.113883.6.5.2.1	603.9		
9542108054	2.16.840.1.113883.6.5.2.1	780.99		
9570416050	2.16.840.1.113883.6.5.2.1	208.12		
8039057	2.16.840.1.113883.6.5.2.1	848.2		
9287051	2.16.840.1.113883.6.5.2.1	984.9		
9535056053	2.16.840.1.113883.6.5.2.1	381.01		
9549785057	2.16.840.1.113883.6.5.2.1	788.33		
9554978056	2.16.840.1.113883.6.5.2.1	V18.19		
2230059	2.16.840.1.113883.6.5.2.1	825.0		
668058	2.16.840.1.113883.6.5.2.1	345.90		
6910050	2.16.840.1.113883.6.5.2.1	711.90		
6014057	2.16.840.1.113883.6.5.2.1	494.0		
7409057	2.16.840.1.113883.6.5.2.1	753.21		
5244057	2.16.840.1.113883.6.5.2.1	368.2		
9536263050	2.16.840.1.113883.6.5.2.1	727.40		
6320054	2.16.840.1.113883.6.5.2.1	568.0		
9556208050	2.16.840.1.113883.6.5.2.1	362.06		
8309056	2.16.840.1.113883.6.5.2.1	870.0		
3549050	2.16.840.1.113883.6.5.2.1	078.19		
9088052	2.16.840.1.113883.6.5.2.1	957.9		
4081057	2.16.840.1.113883.6.5.2.1	187.4		
