TARGETID	TARGETSCHEMEID	TARGETCODES	TARGETRULE	TARGETADVICE
3260055	2.16.840.1.113883.6.5.2.1	009.1		
4438050	2.16.840.1.113883.6.5.2.1	227.1		
7422052	2.16.840.1.113883.6.5.2.1	754.31		
4692055	2.16.840.1.113883.6.5.2.1	283.10		
3738059	2.16.840.1.113883.6.5.2.1	112.0		
2238053	2.16.840.1.113883.6.5.2.1	825.29		
8909052	2.16.840.1.113883.6.5.2.1	944.07		
7101051	2.16.840.1.113883.6.5.2.1	727.49		
5369055	2.16.840.1.113883.6.5.2.1	372.40		
9545980052	2.16.840.1.113883.6.5.2.1	864.05		
9568901059	2.16.840.1.113883.6.5.2.1	624.01		
7069053	2.16.840.1.113883.6.5.2.1	726.11		
9556122058	2.16.840.1.113883.6.5.2.1	V09.91		
9555466059	2.16.840.1.113883.6.5.2.1	997.02		
336055	2.16.840.1.113883.6.5.2.1	279.01		
1477052	2.16.840.1.113883.6.5.2.1	718.30		
1999053	2.16.840.1.113883.6.5.2.1	789.04		
298058	2.16.840.1.113883.6.5.2.1	269.8		
589055	2.16.840.1.113883.6.5.2.1	315.1		
5153055	2.16.840.1.113883.6.5.2.1	364.42		
6877056	2.16.840.1.113883.6.5.2.1	705.83		
5932052	2.16.840.1.113883.6.5.2.1	464.10		
811058	2.16.840.1.113883.6.5.2.1	374.41		
3259052	2.16.840.1.113883.6.5.2.1	009.0		
920053	2.16.840.1.113883.6.5.2.1	388.60		
9547886056	2.16.840.1.113883.6.5.2.1	445.89		
6141052	2.16.840.1.113883.6.5.2.1	530.19		
967052	2.16.840.1.113883.6.5.2.1	427.60		
9549874051	2.16.840.1.113883.6.5.2.1	707.06		
5231054	2.16.840.1.113883.6.5.2.1	367.31		
1098056	2.16.840.1.113883.6.5.2.1	555.9		
599052	2.16.840.1.113883.6.5.2.1	315.8		
3899057	2.16.840.1.113883.6.5.2.1	146.0		
553050	2.16.840.1.113883.6.5.2.1	309.89		
705053	2.16.840.1.113883.6.5.2.1	362.10		
7087051	2.16.840.1.113883.6.5.2.1	726.72		
6335050	2.16.840.1.113883.6.5.2.1	571.0		
5229058	2.16.840.1.113883.6.5.2.1	367.21		
7019058	2.16.840.1.113883.6.5.2.1	720.81		
4684051	2.16.840.1.113883.6.5.2.1	282.0		
2838057	2.16.840.1.113883.6.5.2.1	V41.8		
2217055	2.16.840.1.113883.6.5.2.1	823.01		
7280058	2.16.840.1.113883.6.5.2.1	744.42		
1146056	2.16.840.1.113883.6.5.2.1	582.89		
6749056	2.16.840.1.113883.6.5.2.1	664.10		
4760054	2.16.840.1.113883.6.5.2.1	295.35		
7177054	2.16.840.1.113883.6.5.2.1	735.2		
5489058	2.16.840.1.113883.6.5.2.1	377.30		
2211059	2.16.840.1.113883.6.5.2.1	821.21		
9555542050	2.16.840.1.113883.6.5.2.1	288.61		
4707050	2.16.840.1.113883.6.5.2.1	289.2		
3545057	2.16.840.1.113883.6.5.2.1	077.3		
3544058	2.16.840.1.113883.6.5.2.1	077.2		
5088058	2.16.840.1.113883.6.5.2.1	362.52		
9553408059	2.16.840.1.113883.6.5.2.1	V10.40		
9550160056	2.16.840.1.113883.6.5.2.1	114.5		
5050055	2.16.840.1.113883.6.5.2.1	361.03		
4808054	2.16.840.1.113883.6.5.2.1	296.61		
1960058	2.16.840.1.113883.6.5.2.1	786.51		
7581058	2.16.840.1.113883.6.5.2.1	770.4		
8355059	2.16.840.1.113883.6.5.2.1	873.42		
5869051	2.16.840.1.113883.6.5.2.1	446.1		
4833052	2.16.840.1.113883.6.5.2.1	304.00		
5709055	2.16.840.1.113883.6.5.2.1	402.10		
4844057	2.16.840.1.113883.6.5.2.1	305.60		
1485056	2.16.840.1.113883.6.5.2.1	718.40		
9542090054	2.16.840.1.113883.6.5.2.1	633.00		
4984054	2.16.840.1.113883.6.5.2.1	355.1		
1489054	2.16.840.1.113883.6.5.2.1	718.44		
601054	2.16.840.1.113883.6.5.2.1	317		
9073055	2.16.840.1.113883.6.5.2.1	955.3		
5375051	2.16.840.1.113883.6.5.2.1	372.51		
1429052	2.16.840.1.113883.6.5.2.1	706.8		
4125053	2.16.840.1.113883.6.5.2.1	194.0		
2687058	2.16.840.1.113883.6.5.2.1	995.0		
5394059	2.16.840.1.113883.6.5.2.1	374.00		
4793058	2.16.840.1.113883.6.5.2.1	296.35		
1625053	2.16.840.1.113883.6.5.2.1	733.13		
5813055	2.16.840.1.113883.6.5.2.1	432.9		
1406057	2.16.840.1.113883.6.5.2.1	701.3		
4034058	2.16.840.1.113883.6.5.2.1	173.6		
8200059	2.16.840.1.113883.6.5.2.1	860.5		
9556095050	2.16.840.1.113883.6.5.2.1	438.83		
6401053	2.16.840.1.113883.6.5.2.1	584.9		
2176052	2.16.840.1.113883.6.5.2.1	813.44		
4666054	2.16.840.1.113883.6.5.2.1	277.6		
5972056	2.16.840.1.113883.6.5.2.1	478.4		
1042056	2.16.840.1.113883.6.5.2.1	519.4		
6958059	2.16.840.1.113883.6.5.2.1	715.91		
1587054	2.16.840.1.113883.6.5.2.1	729.1		
485051	2.16.840.1.113883.6.5.2.1	302.70		
4389054	2.16.840.1.113883.6.5.2.1	216.0		
6421054	2.16.840.1.113883.6.5.2.1	593.81		
380055	2.16.840.1.113883.6.5.2.1	287.2		
4582057	2.16.840.1.113883.6.5.2.1	253.2		
1917054	2.16.840.1.113883.6.5.2.1	785.0		
9545348059	2.16.840.1.113883.6.5.2.1	483.1		
5852054	2.16.840.1.113883.6.5.2.1	442.2		
1768059	2.16.840.1.113883.6.5.2.1	759.89		
9542087056	2.16.840.1.113883.6.5.2.1	518.83		
5798059	2.16.840.1.113883.6.5.2.1	428.0		
1501052	2.16.840.1.113883.6.5.2.1	718.80		
6384055	2.16.840.1.113883.6.5.2.1	578.1		
6167055	2.16.840.1.113883.6.5.2.1	531.90		
6381050	2.16.840.1.113883.6.5.2.1	577.2		
405054	2.16.840.1.113883.6.5.2.1	296.30		
1063059	2.16.840.1.113883.6.5.2.1	524.60		
1590056	2.16.840.1.113883.6.5.2.1	729.81		
1427054	2.16.840.1.113883.6.5.2.1	706.1		
2059050	2.16.840.1.113883.6.5.2.1	794.7		
7099057	2.16.840.1.113883.6.5.2.1	727.41		
1972051	2.16.840.1.113883.6.5.2.1	787.3		
9554726052	2.16.840.1.113883.6.5.2.1	282.62		
1196055	2.16.840.1.113883.6.5.2.1	607.9		
7301055	2.16.840.1.113883.6.5.2.1	745.69		
1750057	2.16.840.1.113883.6.5.2.1	757.39		
245056	2.16.840.1.113883.6.5.2.1	242.90		
9555561054	2.16.840.1.113883.6.5.2.1	206.90		
9553426056	2.16.840.1.113883.6.5.2.1	V12.09		
551052	2.16.840.1.113883.6.5.2.1	309.1		
5673051	2.16.840.1.113883.6.5.2.1	386.9		
5956051	2.16.840.1.113883.6.5.2.1	474.10		
543054	2.16.840.1.113883.6.5.2.1	307.81		
8430051	2.16.840.1.113883.6.5.2.1	881.01		
6538051	2.16.840.1.113883.6.5.2.1	620.2		
5475050	2.16.840.1.113883.6.5.2.1	376.9		
6537059	2.16.840.1.113883.6.5.2.1	620.1		
1419058	2.16.840.1.113883.6.5.2.1	704.8		
925056	2.16.840.1.113883.6.5.2.1	389.10		
7642053	2.16.840.1.113883.6.5.2.1	780.53		
570055	2.16.840.1.113883.6.5.2.1	312.39		
1533056	2.16.840.1.113883.6.5.2.1	719.49		
6582055	2.16.840.1.113883.6.5.2.1	634.00		
7589056	2.16.840.1.113883.6.5.2.1	771.3		
4471054	2.16.840.1.113883.6.5.2.1	232.5		
519051	2.16.840.1.113883.6.5.2.1	306.9		
1033050	2.16.840.1.113883.6.5.2.1	496		
7094054	2.16.840.1.113883.6.5.2.1	727.04		
6000057	2.16.840.1.113883.6.5.2.1	486		
9536059052	2.16.840.1.113883.6.5.2.1	702.0		
2204058	2.16.840.1.113883.6.5.2.1	818.0		
4875053	2.16.840.1.113883.6.5.2.1	315.9		
1245051	2.16.840.1.113883.6.5.2.1	625.0		
1969057	2.16.840.1.113883.6.5.2.1	787.03		
4379050	2.16.840.1.113883.6.5.2.1	214.9		
3878055	2.16.840.1.113883.6.5.2.1	142.0		
585053	2.16.840.1.113883.6.5.2.1	315.00		
9547204054	2.16.840.1.113883.6.5.2.1	282.49		
1962053	2.16.840.1.113883.6.5.2.1	786.59		
1897054	2.16.840.1.113883.6.5.2.1	784.3		
9541221054	2.16.840.1.113883.6.5.2.1	V15.05		
3875057	2.16.840.1.113883.6.5.2.1	141.6		
693056	2.16.840.1.113883.6.5.2.1	355.8		
9535176057	2.16.840.1.113883.6.5.2.1	438.20		
1450056	2.16.840.1.113883.6.5.2.1	709.8		
554057	2.16.840.1.113883.6.5.2.1	309.9		
4433059	2.16.840.1.113883.6.5.2.1	225.2		
4816058	2.16.840.1.113883.6.5.2.1	299.10		
9555741059	2.16.840.1.113883.6.5.2.1	277.7		
4678053	2.16.840.1.113883.6.5.2.1	280.9		
7164058	2.16.840.1.113883.6.5.2.1	733.01		
4569052	2.16.840.1.113883.6.5.2.1	250.50		
192054	2.16.840.1.113883.6.5.2.1	151.9		
6888054	2.16.840.1.113883.6.5.2.1	709.1		
1149050	2.16.840.1.113883.6.5.2.1	583.2		
3390052	2.16.840.1.113883.6.5.2.1	038.9		
8650055	2.16.840.1.113883.6.5.2.1	916.4		
4953052	2.16.840.1.113883.6.5.2.1	346.90		
1155058	2.16.840.1.113883.6.5.2.1	583.9		
5853057	2.16.840.1.113883.6.5.2.1	442.3		
502054	2.16.840.1.113883.6.5.2.1	305.1		
7602056	2.16.840.1.113883.6.5.2.1	773.4		
9547134050	2.16.840.1.113883.6.5.2.1	V12.79		
1794050	2.16.840.1.113883.6.5.2.1	772.4		
6824053	2.16.840.1.113883.6.5.2.1	682.2		
7627050	2.16.840.1.113883.6.5.2.1	777.3		
9554946051	2.16.840.1.113883.6.5.2.1	780.96		
9553648059	2.16.840.1.113883.6.5.2.1	333.85		
9555463054	2.16.840.1.113883.6.5.2.1	649.00		
202050	2.16.840.1.113883.6.5.2.1	157.9		
4983056	2.16.840.1.113883.6.5.2.1	355.0		
1634056	2.16.840.1.113883.6.5.2.1	733.99		
5810057	2.16.840.1.113883.6.5.2.1	431		
4811050	2.16.840.1.113883.6.5.2.1	296.64		
561058	2.16.840.1.113883.6.5.2.1	311		
905055	2.16.840.1.113883.6.5.2.1	385.30		
1102051	2.16.840.1.113883.6.5.2.1	557.9		
203058	2.16.840.1.113883.6.5.2.1	158.9		
9549862052	2.16.840.1.113883.6.5.2.1	622.12		
487056	2.16.840.1.113883.6.5.2.1	302.72		
1010054	2.16.840.1.113883.6.5.2.1	472.0		
1449056	2.16.840.1.113883.6.5.2.1	709.4		
312059	2.16.840.1.113883.6.5.2.1	275.3		
1271050	2.16.840.1.113883.6.5.2.1	629.9		
8115051	2.16.840.1.113883.6.5.2.1	851.80		
7431052	2.16.840.1.113883.6.5.2.1	754.53		
7385053	2.16.840.1.113883.6.5.2.1	751.61		
1451057	2.16.840.1.113883.6.5.2.1	709.9		
441054	2.16.840.1.113883.6.5.2.1	300.23		
9553710058	2.16.840.1.113883.6.5.2.1	995.27		
9555445054	2.16.840.1.113883.6.5.2.1	525.66		
8006055	2.16.840.1.113883.6.5.2.1	840.9		
7070054	2.16.840.1.113883.6.5.2.1	726.12		
9553434054	2.16.840.1.113883.6.5.2.1	V12.59		
6360050	2.16.840.1.113883.6.5.2.1	574.31		
9269053	2.16.840.1.113883.6.5.2.1	979.9		
1564059	2.16.840.1.113883.6.5.2.1	724.6		
1043053	2.16.840.1.113883.6.5.2.1	519.8		
2165053	2.16.840.1.113883.6.5.2.1	813.06		
268052	2.16.840.1.113883.6.5.2.1	256.39		
4167057	2.16.840.1.113883.6.5.2.1	199.1		
742059	2.16.840.1.113883.6.5.2.1	366.9		
1175054	2.16.840.1.113883.6.5.2.1	596.59		
4640051	2.16.840.1.113883.6.5.2.1	272.5		
690058	2.16.840.1.113883.6.5.2.1	353.8		
5238056	2.16.840.1.113883.6.5.2.1	367.9		
2261050	2.16.840.1.113883.6.5.2.1	835.00		
6063058	2.16.840.1.113883.6.5.2.1	518.82		
5740054	2.16.840.1.113883.6.5.2.1	413.0		
4527053	2.16.840.1.113883.6.5.2.1	239.5		
567059	2.16.840.1.113883.6.5.2.1	312.30		
4814055	2.16.840.1.113883.6.5.2.1	297.2		
9555504057	2.16.840.1.113883.6.5.2.1	288.4		
9553661059	2.16.840.1.113883.6.5.2.1	523.00		
971050	2.16.840.1.113883.6.5.2.1	427.9		
7022056	2.16.840.1.113883.6.5.2.1	721.3		
1234053	2.16.840.1.113883.6.5.2.1	622.4		
1013051	2.16.840.1.113883.6.5.2.1	473.2		
4675051	2.16.840.1.113883.6.5.2.1	280.0		
6353057	2.16.840.1.113883.6.5.2.1	574.00		
9535473056	2.16.840.1.113883.6.5.2.1	596.4		
4877058	2.16.840.1.113883.6.5.2.1	318.1		
1790059	2.16.840.1.113883.6.5.2.1	770.3		
5733053	2.16.840.1.113883.6.5.2.1	410.90		
2802051	2.16.840.1.113883.6.5.2.1	V23.9		
4392053	2.16.840.1.113883.6.5.2.1	216.4		
7580057	2.16.840.1.113883.6.5.2.1	770.2		
1442052	2.16.840.1.113883.6.5.2.1	709.09		
9549794050	2.16.840.1.113883.6.5.2.1	070.70		
2129056	2.16.840.1.113883.6.5.2.1	805.8		
4606051	2.16.840.1.113883.6.5.2.1	261		
6363052	2.16.840.1.113883.6.5.2.1	574.50		
1276058	2.16.840.1.113883.6.5.2.1	642.60		
1682054	2.16.840.1.113883.6.5.2.1	744.3		
4512053	2.16.840.1.113883.6.5.2.1	237.70		
5613057	2.16.840.1.113883.6.5.2.1	382.4		
7475051	2.16.840.1.113883.6.5.2.1	755.66		
1923057	2.16.840.1.113883.6.5.2.1	785.4		
4544052	2.16.840.1.113883.6.5.2.1	244.0		
3843055	2.16.840.1.113883.6.5.2.1	133.0		
4584056	2.16.840.1.113883.6.5.2.1	253.5		
4871057	2.16.840.1.113883.6.5.2.1	313.81		
9547150055	2.16.840.1.113883.6.5.2.1	V45.82		
9553438052	2.16.840.1.113883.6.5.2.1	V12.70		
4687057	2.16.840.1.113883.6.5.2.1	282.60		
1398051	2.16.840.1.113883.6.5.2.1	697.8		
3458059	2.16.840.1.113883.6.5.2.1	054.2		
9553431059	2.16.840.1.113883.6.5.2.1	V12.49		
1779051	2.16.840.1.113883.6.5.2.1	764.00		
5960054	2.16.840.1.113883.6.5.2.1	477.0		
465052	2.16.840.1.113883.6.5.2.1	301.4		
6638057	2.16.840.1.113883.6.5.2.1	639.4		
5266051	2.16.840.1.113883.6.5.2.1	369.11		
1391058	2.16.840.1.113883.6.5.2.1	694.5		
5303056	2.16.840.1.113883.6.5.2.1	370.07		
1210056	2.16.840.1.113883.6.5.2.1	611.79		
620051	2.16.840.1.113883.6.5.2.1	333.5		
4166053	2.16.840.1.113883.6.5.2.1	199.0		
799054	2.16.840.1.113883.6.5.2.1	372.75		
7666055	2.16.840.1.113883.6.5.2.1	795.71		
7515059	2.16.840.1.113883.6.5.2.1	759.6		
4925052	2.16.840.1.113883.6.5.2.1	336.0		
4474059	2.16.840.1.113883.6.5.2.1	233.0		
6731056	2.16.840.1.113883.6.5.2.1	659.20		
1885053	2.16.840.1.113883.6.5.2.1	783.22		
9555444053	2.16.840.1.113883.6.5.2.1	E866.8		
9096055	2.16.840.1.113883.6.5.2.1	959.01		
5849059	2.16.840.1.113883.6.5.2.1	441.9		
718058	2.16.840.1.113883.6.5.2.1	362.89		
3992052	2.16.840.1.113883.6.5.2.1	163.9		
4216050	2.16.840.1.113883.6.5.2.1	201.50		
1905052	2.16.840.1.113883.6.5.2.1	784.5		
7480055	2.16.840.1.113883.6.5.2.1	756.10		
4757055	2.16.840.1.113883.6.5.2.1	295.32		
331052	2.16.840.1.113883.6.5.2.1	278.1		
6566056	2.16.840.1.113883.6.5.2.1	625.6		
6284058	2.16.840.1.113883.6.5.2.1	553.1		
4146057	2.16.840.1.113883.6.5.2.1	196.9		
4656059	2.16.840.1.113883.6.5.2.1	275.42		
9555499057	2.16.840.1.113883.6.5.2.1	274.10		
1591057	2.16.840.1.113883.6.5.2.1	729.82		
6330058	2.16.840.1.113883.6.5.2.1	569.81		
4598051	2.16.840.1.113883.6.5.2.1	256.9		
9545032051	2.16.840.1.113883.6.5.2.1	256.31		
6956055	2.16.840.1.113883.6.5.2.1	715.89		
4865050	2.16.840.1.113883.6.5.2.1	312.34		
5322052	2.16.840.1.113883.6.5.2.1	371.05		
3919057	2.16.840.1.113883.6.5.2.1	149.0		
1360051	2.16.840.1.113883.6.5.2.1	682.0		
6841050	2.16.840.1.113883.6.5.2.1	692.5		
5184058	2.16.840.1.113883.6.5.2.1	365.44		
846053	2.16.840.1.113883.6.5.2.1	378.30		
4813053	2.16.840.1.113883.6.5.2.1	296.66		
7494059	2.16.840.1.113883.6.5.2.1	756.6		
7770058	2.16.840.1.113883.6.5.2.1	806.8		
3349054	2.16.840.1.113883.6.5.2.1	031.0		
5233052	2.16.840.1.113883.6.5.2.1	367.51		
120052	2.16.840.1.113883.6.5.2.1	041.84		
9539805054	2.16.840.1.113883.6.5.2.1	E825.9		
1377051	2.16.840.1.113883.6.5.2.1	692.4		
2232054	2.16.840.1.113883.6.5.2.1	825.21		
1006051	2.16.840.1.113883.6.5.2.1	464.00		
2156059	2.16.840.1.113883.6.5.2.1	812.41		
6433057	2.16.840.1.113883.6.5.2.1	596.0		
4986051	2.16.840.1.113883.6.5.2.1	355.6		
5779056	2.16.840.1.113883.6.5.2.1	426.12		
9536768058	2.16.840.1.113883.6.5.2.1	836.59		
7473057	2.16.840.1.113883.6.5.2.1	755.64		
7007053	2.16.840.1.113883.6.5.2.1	719.20		
6057054	2.16.840.1.113883.6.5.2.1	518.2		
4655055	2.16.840.1.113883.6.5.2.1	275.41		
980050	2.16.840.1.113883.6.5.2.1	438.9		
286050	2.16.840.1.113883.6.5.2.1	266.2		
316056	2.16.840.1.113883.6.5.2.1	276.0		
1707054	2.16.840.1.113883.6.5.2.1	752.3		
7046050	2.16.840.1.113883.6.5.2.1	722.90		
1568056	2.16.840.1.113883.6.5.2.1	726.2		
5399051	2.16.840.1.113883.6.5.2.1	374.05		
8429059	2.16.840.1.113883.6.5.2.1	881.00		
1880056	2.16.840.1.113883.6.5.2.1	782.62		
4466055	2.16.840.1.113883.6.5.2.1	232.0		
381056	2.16.840.1.113883.6.5.2.1	287.4		
6525056	2.16.840.1.113883.6.5.2.1	617.9		
9535017055	2.16.840.1.113883.6.5.2.1	371.82		
5166055	2.16.840.1.113883.6.5.2.1	365.01		
882056	2.16.840.1.113883.6.5.2.1	379.99		
217054	2.16.840.1.113883.6.5.2.1	211.7		
5082057	2.16.840.1.113883.6.5.2.1	362.36		
1164050	2.16.840.1.113883.6.5.2.1	591		
1403052	2.16.840.1.113883.6.5.2.1	700		
7405050	2.16.840.1.113883.6.5.2.1	753.13		
3731052	2.16.840.1.113883.6.5.2.1	110.3		
9555427054	2.16.840.1.113883.6.5.2.1	E950.4		
5747052	2.16.840.1.113883.6.5.2.1	414.9		
6959054	2.16.840.1.113883.6.5.2.1	715.92		
3911059	2.16.840.1.113883.6.5.2.1	147.3		
9553413055	2.16.840.1.113883.6.5.2.1	V10.60		
6358053	2.16.840.1.113883.6.5.2.1	574.21		
9555595053	2.16.840.1.113883.6.5.2.1	359.6		
164057	2.16.840.1.113883.6.5.2.1	112.89		
4648057	2.16.840.1.113883.6.5.2.1	274.0		
5714056	2.16.840.1.113883.6.5.2.1	403.10		
6480052	2.16.840.1.113883.6.5.2.1	607.2		
9535091058	2.16.840.1.113883.6.5.2.1	404.91		
369055	2.16.840.1.113883.6.5.2.1	284.9		
723058	2.16.840.1.113883.6.5.2.1	363.30		
5468054	2.16.840.1.113883.6.5.2.1	376.50		
1889055	2.16.840.1.113883.6.5.2.1	783.42		
4074051	2.16.840.1.113883.6.5.2.1	184.9		
4806053	2.16.840.1.113883.6.5.2.1	296.56		
6201050	2.16.840.1.113883.6.5.2.1	533.70		
947056	2.16.840.1.113883.6.5.2.1	416.0		
4630053	2.16.840.1.113883.6.5.2.1	270.7		
7624056	2.16.840.1.113883.6.5.2.1	776.6		
8634050	2.16.840.1.113883.6.5.2.1	914.6		
4638059	2.16.840.1.113883.6.5.2.1	272.2		
9568883057	2.16.840.1.113883.6.5.2.1	205.12		
9549775058	2.16.840.1.113883.6.5.2.1	493.82		
9547110058	2.16.840.1.113883.6.5.2.1	E987.9		
3946054	2.16.840.1.113883.6.5.2.1	153.3		
6374056	2.16.840.1.113883.6.5.2.1	576.0		
726053	2.16.840.1.113883.6.5.2.1	364.21		
1860057	2.16.840.1.113883.6.5.2.1	781.2		
4636055	2.16.840.1.113883.6.5.2.1	271.9		
2288058	2.16.840.1.113883.6.5.2.1	842.13		
7420057	2.16.840.1.113883.6.5.2.1	754.2		
8002058	2.16.840.1.113883.6.5.2.1	840.0		
5071052	2.16.840.1.113883.6.5.2.1	362.15		
992050	2.16.840.1.113883.6.5.2.1	455.8		
1058058	2.16.840.1.113883.6.5.2.1	523.8		
9554846052	2.16.840.1.113883.6.5.2.1	V71.02		
5186056	2.16.840.1.113883.6.5.2.1	365.52		
4390058	2.16.840.1.113883.6.5.2.1	216.2		
6306055	2.16.840.1.113883.6.5.2.1	562.10		
1023055	2.16.840.1.113883.6.5.2.1	478.29		
9536206058	2.16.840.1.113883.6.5.2.1	718.87		
3826058	2.16.840.1.113883.6.5.2.1	130.2		
6355051	2.16.840.1.113883.6.5.2.1	574.10		
8409055	2.16.840.1.113883.6.5.2.1	879.0		
225051	2.16.840.1.113883.6.5.2.1	216.6		
2132058	2.16.840.1.113883.6.5.2.1	807.2		
242058	2.16.840.1.113883.6.5.2.1	239.8		
5723058	2.16.840.1.113883.6.5.2.1	405.91		
6349059	2.16.840.1.113883.6.5.2.1	572.4		
7902058	2.16.840.1.113883.6.5.2.1	823.80		
1252053	2.16.840.1.113883.6.5.2.1	626.1		
6882050	2.16.840.1.113883.6.5.2.1	708.0		
3398058	2.16.840.1.113883.6.5.2.1	040.2		
5701057	2.16.840.1.113883.6.5.2.1	397.1		
5952053	2.16.840.1.113883.6.5.2.1	473.3		
9554900051	2.16.840.1.113883.6.5.2.1	E866.0		
1475057	2.16.840.1.113883.6.5.2.1	718.17		
8905059	2.16.840.1.113883.6.5.2.1	944.03		
9570401052	2.16.840.1.113883.6.5.2.1	V10.82		
7308053	2.16.840.1.113883.6.5.2.1	746.09		
9534070055	2.16.840.1.113883.6.5.2.1	074.3		
1466059	2.16.840.1.113883.6.5.2.1	717.9		
9555474058	2.16.840.1.113883.6.5.2.1	530.87		
9553451055	2.16.840.1.113883.6.5.2.1	V14.0		
4824050	2.16.840.1.113883.6.5.2.1	301.83		
8274051	2.16.840.1.113883.6.5.2.1	865.09		
1113054	2.16.840.1.113883.6.5.2.1	564.1		
4448052	2.16.840.1.113883.6.5.2.1	228.1		
2082052	2.16.840.1.113883.6.5.2.1	799.1		
4121057	2.16.840.1.113883.6.5.2.1	192.1		
408051	2.16.840.1.113883.6.5.2.1	296.7		
771058	2.16.840.1.113883.6.5.2.1	370.31		
3732058	2.16.840.1.113883.6.5.2.1	110.4		
3957057	2.16.840.1.113883.6.5.2.1	155.1		
1557056	2.16.840.1.113883.6.5.2.1	722.72		
1884052	2.16.840.1.113883.6.5.2.1	783.1		
7039059	2.16.840.1.113883.6.5.2.1	722.6		
744058	2.16.840.1.113883.6.5.2.1	367.1		
228053	2.16.840.1.113883.6.5.2.1	224.6		
1446050	2.16.840.1.113883.6.5.2.1	709.2		
4030054	2.16.840.1.113883.6.5.2.1	173.2		
1497055	2.16.840.1.113883.6.5.2.1	718.56		
5961053	2.16.840.1.113883.6.5.2.1	478.0		
9554856051	2.16.840.1.113883.6.5.2.1	V67.09		
9536145056	2.16.840.1.113883.6.5.2.1	716.00		
6544050	2.16.840.1.113883.6.5.2.1	620.8		
805056	2.16.840.1.113883.6.5.2.1	373.2		
802058	2.16.840.1.113883.6.5.2.1	373.00		
1866050	2.16.840.1.113883.6.5.2.1	781.91		
1890051	2.16.840.1.113883.6.5.2.1	783.43		
9553649054	2.16.840.1.113883.6.5.2.1	349.82		
7078055	2.16.840.1.113883.6.5.2.1	726.60		
6513059	2.16.840.1.113883.6.5.2.1	616.2		
9396053	2.16.840.1.113883.6.5.2.1	998.6		
1128054	2.16.840.1.113883.6.5.2.1	571.49		
2151051	2.16.840.1.113883.6.5.2.1	812.00		
1588057	2.16.840.1.113883.6.5.2.1	729.2		
7610055	2.16.840.1.113883.6.5.2.1	775.0		
5307055	2.16.840.1.113883.6.5.2.1	370.24		
5865058	2.16.840.1.113883.6.5.2.1	444.81		
9553179059	2.16.840.1.113883.6.5.2.1	428.20		
1516050	2.16.840.1.113883.6.5.2.1	719.07		
9555502058	2.16.840.1.113883.6.5.2.1	284.1		
6892055	2.16.840.1.113883.6.5.2.1	710.4		
9547236055	2.16.840.1.113883.6.5.2.1	600.20		
6826050	2.16.840.1.113883.6.5.2.1	682.7		
9541243059	2.16.840.1.113883.6.5.2.1	V45.01		
5559054	2.16.840.1.113883.6.5.2.1	379.32		
3443054	2.16.840.1.113883.6.5.2.1	052.9		
9556087051	2.16.840.1.113883.6.5.2.1	E858.9		
9536193054	2.16.840.1.113883.6.5.2.1	716.96		
9555500053	2.16.840.1.113883.6.5.2.1	583.81		
4888051	2.16.840.1.113883.6.5.2.1	322.9		
9553418051	2.16.840.1.113883.6.5.2.1	V11.3		
9555532053	2.16.840.1.113883.6.5.2.1	781.93		
6367053	2.16.840.1.113883.6.5.2.1	575.10		
3833058	2.16.840.1.113883.6.5.2.1	131.01		
4769050	2.16.840.1.113883.6.5.2.1	295.70		
9555649051	2.16.840.1.113883.6.5.2.1	338.18		
8005056	2.16.840.1.113883.6.5.2.1	840.4		
580056	2.16.840.1.113883.6.5.2.1	313.83		
5172055	2.16.840.1.113883.6.5.2.1	365.12		
619058	2.16.840.1.113883.6.5.2.1	333.4		
3672056	2.16.840.1.113883.6.5.2.1	098.0		
515058	2.16.840.1.113883.6.5.2.1	306.52		
4625054	2.16.840.1.113883.6.5.2.1	270.1		
8459051	2.16.840.1.113883.6.5.2.1	890.0		
1448051	2.16.840.1.113883.6.5.2.1	709.3		
7357051	2.16.840.1.113883.6.5.2.1	749.20		
6259056	2.16.840.1.113883.6.5.2.1	550.92		
7889053	2.16.840.1.113883.6.5.2.1	821.00		
5870052	2.16.840.1.113883.6.5.2.1	446.20		
6504056	2.16.840.1.113883.6.5.2.1	614.3		
4810051	2.16.840.1.113883.6.5.2.1	296.63		
470058	2.16.840.1.113883.6.5.2.1	301.81		
9555770050	2.16.840.1.113883.6.5.2.1	996.45		
9555121056	2.16.840.1.113883.6.5.2.1	323.52		
7126055	2.16.840.1.113883.6.5.2.1	729.30		
9542115059	2.16.840.1.113883.6.5.2.1	795.00		
7012054	2.16.840.1.113883.6.5.2.1	719.92		
1478055	2.16.840.1.113883.6.5.2.1	718.31		
2121058	2.16.840.1.113883.6.5.2.1	805.2		
472053	2.16.840.1.113883.6.5.2.1	301.84		
4837053	2.16.840.1.113883.6.5.2.1	304.40		
985058	2.16.840.1.113883.6.5.2.1	446.4		
716059	2.16.840.1.113883.6.5.2.1	362.81		
1982052	2.16.840.1.113883.6.5.2.1	788.20		
4817054	2.16.840.1.113883.6.5.2.1	299.80		
5327059	2.16.840.1.113883.6.5.2.1	371.20		
7049056	2.16.840.1.113883.6.5.2.1	722.93		
9540586054	2.16.840.1.113883.6.5.2.1	E920.4		
1236050	2.16.840.1.113883.6.5.2.1	622.8		
6507050	2.16.840.1.113883.6.5.2.1	614.6		
